dataset,NumberOfInstances,LogNumberOfInstances,NumberOfFeatures,LogNumberOfFeatures,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,NumberOfClasses,NumberOfCategoricalFeatures,PercentageOfCategoricalFeatures,NumberOfNumericFeatures,PercentageOfNumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,NumberOfBinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime
sponge.arff,76,4.33073334,46,3.828641396,0.605263158,-0.502091944,1.652173913,0.502091944,2,45,100,0,0,0,0,0.078947368,0.921052632,0.5,0.421052632,15,2,76,5.844444444,11.16931422,263,22,0.629290618,22,28.94736842,1,1.315789474,70,92.10526316,0.009449298,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.398459274,3.28297,0.032960154,12.08912059,98.60416264,0.042931008,0.052380306
squash-stored.arff,52,3.951243719,25,3.218875825,0.480769231,-0.732367894,2.08,0.732367894,2,3,12.5,21,87.5,7,0.142857143,0.442307692,0.557692308,0.5,0.057692308,0,3,22,10,8.524474568,30,7,0.538461538,2,3.846153846,7,13.46153846,29,55.76923077,0.002199586,-1,-1,-1,-1,-1,-1,-1,-1,93.94322577,119.7394429,412.4587294,0.026147124,0.990374836,3.61115,0.141857119,6.981495497,24.45621291,0.003099632,0.031446342
squash-unstored.arff,52,3.951243719,24,3.17805383,0.461538462,-0.773189888,2.166666667,0.773189888,2,3,13.04347826,20,86.95652174,6.666666667,0.15,0.461538462,0.538461538,0.5,0.038461538,0,3,22,10,8.524474568,30,39,3.125,9,17.30769231,8,15.38461538,28,53.84615385,0.003379909,-1,-1,-1,-1,-1,-1,-1,-1,67.90768893,81.08451881,303.2408322,0.023819242,0.995727452,3.6142,0.123803918,8.042778209,28.19292082,0.004236532,0.031435684
stock.arff,950,6.856461985,10,2.302585093,0.010526316,-4.553876892,95,4.553876892,2,0,0,9,100,0,0,0.486315789,0.513684211,0.5,0.013684211,0,0,0,0,0,0,0,0,0,0,0,0,488,51.36842105,0.003177004,-1.302802239,-0.022757852,-0.780567552,0.41196718,-0.660188794,0.746088147,-0.018733967,0.444760912,7.14268846,3.834314354,41.01183446,0.013648723,-1,-1,-1,-1,-1,-1,0.016825727
strikes.arff,625,6.43775165,7,1.945910149,0.0112,-4.491841501,89.28571429,4.491841501,2,0,0,6,100,0,0,0.496,0.504,0.5,0.004,0,0,0,0,0,0,0,0,0,0,0,0,315,50.4,0.00215261,-1.196066078,60.58220235,10.13688641,22.58268517,-0.23035498,6.402213573,1.418069205,2.299266203,99.37195841,206.1227438,388.3489677,0.007068519,-1,-1,-1,-1,-1,-1,0.009221129
sylva_agnostic.arff,14395,9.574636203,217,5.379897354,0.015074679,-4.19473885,66.33640553,4.19473885,2,0,0,216,100,0,0,0.061549149,0.938450851,0.5,0.438450851,0,0,0,0,0,0,0,0,0,0,0,0,13509,93.8450851,0.110354318,-3,14390.00337,550.035815,1856.021332,-1.178834558,119.9666901,13.10132752,19.49374681,28.39718514,66.04499987,84.29136905,0.347240885,-1,-1,-1,-1,-1,-1,0.457595204
sylva_prior.arff,14395,9.574636203,109,4.691347882,0.007572074,-4.883288321,132.0642202,4.883288321,2,0,0,108,100,0,0,0.061549149,0.938450851,0.5,0.438450851,0,0,0,0,0,0,0,0,0,0,0,0,13509,93.8450851,0.05577719,-3,14390.00337,776.8195957,2494.309971,-1.175549388,119.9666901,14.90629224,23.58438734,28.35123372,65.95268185,84.19905853,0.163053982,-1,-1,-1,-1,-1,-1,0.218831172
tae.arff,151,5.017279837,6,1.791759469,0.039735099,-3.225520368,25.16666667,3.225520368,2,2,40,3,60,1.5,0.666666667,0.344370861,0.655629139,0.5,0.155629139,2,2,2,2,0,4,0,0,0,0,0,0,99,65.56291391,0.002050763,-1.155816374,-0.375548955,-0.685252302,0.338241966,-0.008230182,0.861498833,0.448870261,0.356455187,8.884916941,2.805598618,16.53863144,0.00273685,0.928940032,4.82802,0.037056115,25.06846794,129.2895583,0.00181075,0.006598363
tecator.arff,240,5.480638923,125,4.828313737,0.520833333,-0.652325186,1.92,0.652325186,2,0,0,124,100,0,0,0.425,0.575,0.5,0.075,0,0,0,0,0,0,0,0,0,0,0,0,138,57.5,0.002214587,-0.006289996,9.137475759,0.979936292,1.256666776,-1.540518403,1.677657962,0.694316642,0.514165963,0.802847308,1.547936021,3.239056916,0.102353383,-1,-1,-1,-1,-1,-1,0.10456797
thyroid_sick.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.061240721,0.938759279,0.5,0.438759279,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3541,93.87592789,0.010228943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.008146205,0.332350556,-1,0.003547986,93.67302653,-1,0.030149566,0.048524714
tic-tac-toe.arff,958,6.864847778,10,2.302585093,0.010438413,-4.562262685,95.8,4.562262685,2,9,100,0,0,0,0,0.346555324,0.653444676,0.5,0.153444676,0,3,3,3,0,27,0,0,0,0,0,0,626,65.34446764,0.003045945,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.930953986,6.54935,0.013049186,71.34192038,500.8973009,0.008276475,0.01132242
transplant.arff,131,4.875197323,4,1.386294361,0.030534351,-3.488902962,32.75,3.488902962,2,0,0,3,100,0,0,0.366412214,0.633587786,0.5,0.133587786,0,0,0,0,0,0,0,0,0,0,0,0,83,63.35877863,0.00133191,-1.200139982,11.07996555,4.716616866,5.023267937,0,2.719421864,1.536906401,1.138129612,14.33132569,16.60659669,23.5869263,0.002774352,-1,-1,-1,-1,-1,-1,0.004106262
triazines.arff,186,5.225746674,61,4.110873864,0.327956989,-1.11487281,3.049180328,1.11487281,2,0,0,60,100,0,0,0.413978495,0.586021505,0.5,0.086021505,0,0,0,0,0,0,0,0,0,0,0,0,109,58.60215054,0.001894439,-3,181.0054551,17.45607144,34.31420859,-0.138391703,13.52795601,3.138705665,2.947614707,0.179363286,0.078031426,0.204175637,0.051256827,-1,-1,-1,-1,-1,-1,0.053151266
tumors_C.arff,60,4.094344562,7130,8.872066513,118.8333333,4.777721951,0.008415147,-4.777721951,2,0,0,7129,100,0,0,0.35,0.65,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,39,65,0.020564471,-1.097160999,54.40030617,4.217960693,6.210260844,-7.317474365,7.48705101,0.691900334,1.542925867,506.752195,1040.828075,531.3348342,8.143158624,-1,-1,-1,-1,-1,-1,8.163723095
vehicle.arff,846,6.74051936,19,2.944438979,0.022458629,-3.79608038,44.52631579,3.79608038,2,0,0,18,100,0,0,0.257683215,0.742316785,0.5,0.242316785,0,0,0,0,0,0,0,0,0,0,0,0,628,74.23167849,0.001903913,-0.979781672,58.02393808,5.115651035,14.73492701,-0.225938797,6.766369343,1.039730052,1.648921741,22.75738013,38.79815902,117.634949,0.015159853,-1,-1,-1,-1,-1,-1,0.017063766
vehicle_sensIT.arff,98528,11.49809605,101,4.615120517,0.001025089,-6.882975534,975.5247525,6.882975534,2,0,0,100,100,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,49264,50,0.449697695,-1.437536002,913.6011632,42.1150409,93.93291568,-1.434081912,28.65529633,3.58632043,3.294837505,1.08716136,0.86757583,-0.346057368,1.397471739,-1,-1,-1,-1,-1,-1,1.847169434
veteran.arff,137,4.919980926,8,2.079441542,0.058394161,-2.840539384,17.125,2.840539384,2,4,57.14285714,3,42.85714286,0.75,1.333333333,0.313868613,0.686131387,0.5,0.186131387,3,2,4,2.5,0.866025404,10,0,0,0,0,0,0,94,68.61313869,0.002389069,-0.797594314,23.38817799,7.377821623,11.32188483,-0.6362046,4.105526924,1.042576849,2.169169818,13.68091488,4.444545158,41.88321145,0.003061735,0.897588751,4.31977,0.021160135,42.41885655,203.1468324,0.003926253,0.009377058
vineyard.arff,52,3.951243719,4,1.386294361,0.076923077,-2.564949357,13,2.564949357,2,0,0,3,100,0,0,0.461538462,0.538461538,0.5,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,28,53.84615385,0.001342174,-1.200888056,0.411225525,-0.526318229,0.683907408,-0.641566217,0.261830866,-0.12657845,0.379515613,6.414590995,6.078834603,13.14423068,0.002726587,-1,-1,-1,-1,-1,-1,0.00406876
vinnie.arff,380,5.940171253,3,1.098612289,0.007894737,-4.841558964,126.6666667,4.841558964,2,0,0,2,100,0,0,0.486842105,0.513157895,0.5,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,195,51.31578947,0.001354411,-1.299041423,-0.521730184,-0.910385804,0.38865562,-0.105559155,0.196919963,0.045680404,0.151239559,2.082046688,0.985846102,46.1763165,0.001972206,-1,-1,-1,-1,-1,-1,0.003326617
visualizing_environmental.arff,111,4.709530201,4,1.386294361,0.036036036,-3.32323584,27.75,3.32323584,2,0,0,3,100,0,0,0.477477477,0.522522523,0.5,0.022522523,0,0,0,0,0,0,0,0,0,0,0,0,58,52.25225225,0.001319673,-0.929224949,1.204408305,-0.130953879,0.950244833,-0.486246645,1.248103619,0.178920319,0.763507088,44.45115693,34.12473025,101.564565,0.002796064,-1,-1,-1,-1,-1,-1,0.004115736
visualizing_ethanol.arff,88,4.477336814,3,1.098612289,0.034090909,-3.378724526,29.33333333,3.378724526,2,0,0,2,100,0,0,0.488636364,0.511363636,0.5,0.011363636,0,0,0,0,0,0,0,0,0,0,0,0,45,51.13636364,0.001342963,-1.421066648,-1.265378692,-1.34322267,0.077843978,0.259979904,0.335986286,0.297983095,0.038003191,2.518160403,1.391904533,6.995732963,0.0019576,-1,-1,-1,-1,-1,-1,0.003300563
visualizing_galaxy.arff,323,5.777652323,5,1.609437912,0.015479876,-4.168214411,64.6,4.168214411,2,0,0,4,100,0,0,0.458204334,0.541795666,0.5,0.041795666,0,0,0,0,0,0,0,0,0,0,0,0,175,54.17956656,0.001376912,-0.917971553,-0.164315902,-0.618313645,0.293049409,-0.613377154,0.021762243,-0.149641348,0.268243433,24.72373128,9.322589761,20.30902226,0.003749797,-1,-1,-1,-1,-1,-1,0.005126709
visualizing_hamster.arff,73,4.290459441,6,1.791759469,0.082191781,-2.498699972,12.16666667,2.498699972,2,0,0,5,100,0,0,0.452054795,0.547945205,0.5,0.047945205,0,0,0,0,0,0,0,0,0,0,0,0,40,54.79452055,0.001326778,-0.675301377,2.254731206,0.171229754,1.061672644,0.022298235,1.441273093,0.462022846,0.518241889,0.812591964,1.182590973,1.906461079,0.00536159,-1,-1,-1,-1,-1,-1,0.006688368
visualizing_livestock.arff,130,4.86753445,3,1.098612289,0.023076923,-3.768922162,43.33333333,3.768922162,2,2,100,0,0,0,0,0.192307692,0.807692308,0.5,0.307692308,0,5,26,15.5,10.5,31,0,0,0,0,0,0,105,80.76923077,0.001742852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.706274089,4.59576,0.146214067,4.830411368,30.43171206,0.001818645,0.003561498
visualizing_slope.arff,44,3.784189634,4,1.386294361,0.090909091,-2.397895273,11,2.397895273,2,0,0,3,100,0,0,0.386363636,0.613636364,0.5,0.113636364,0,0,0,0,0,0,0,0,0,0,0,0,27,61.36363636,0.001305461,-1.482530949,-0.310141114,-1.004224021,0.502357069,-0.037489109,0.893580198,0.285363697,0.430346251,10.74278641,4.798782212,35.01577568,0.002711586,-1,-1,-1,-1,-1,-1,0.004017047
vote.arff,435,6.075346031,17,2.833213344,0.03908046,-3.242132687,25.58823529,3.242132687,2,16,100,0,0,0,0,0.386206897,0.613793103,0.5,0.113793103,0,9,106,26.5,22.77882789,424,392,5.300878972,203,46.66666667,16,3.67816092,267,61.37931034,0.003753744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.962308049,5.3507,0.163780619,5.875591718,31.66994731,0.014098351,0.017852096
water-treatment.arff,527,6.267200549,39,3.663561646,0.074003795,-2.603638902,13.51282051,2.603638902,2,17,44.73684211,21,55.26315789,1.235294118,0.80952381,0.151802657,0.848197343,0.5,0.348197343,0,62,527,267.7058824,151.0807204,4551,560,2.724663066,146,27.70398482,30,5.69259962,447,84.81973435,0.005123551,-1,-1,-1,-1,-1,-1,-1,-1,6.461067218,4.974747687,43.5116061,0.020513547,0.614333129,6.08781,0.234602435,2.618613603,24.94947705,0.017139954,0.042777052
waveform-5000.arff,5000,8.517193191,41,3.713572067,0.0082,-4.803621125,121.9512195,4.803621125,2,0,0,40,100,0,0,0.3384,0.6616,0.5,0.1616,0,0,0,0,0,0,0,0,0,0,0,0,3308,66.16,0.008231473,-0.679573062,0.149258021,-0.197420876,0.259657308,-0.271949232,0.271955371,0.035457634,0.118019172,1.270988198,0.347092344,0.899487885,0.043289842,-1,-1,-1,-1,-1,-1,0.051521315
white-clover.arff,63,4.143134726,32,3.465735903,0.507936508,-0.677398824,1.96875,0.677398824,2,4,12.90322581,27,87.09677419,6.75,0.148148148,0.396825397,0.603174603,0.5,0.103174603,0,3,7,4,1.732050808,16,0,0,0,0,0,0,38,60.31746032,0.003081473,-1.053036677,39.03670485,4.673241151,9.921586143,-0.425624907,5.942596436,1.252295313,1.586670205,9.59218665,4.999678218,13.59196949,0.021586497,0.969063253,3.61465,0.064938789,14.92271824,54.66248755,0.003364119,0.028032089
wind.arff,6574,8.790877754,15,2.708050201,0.002281716,-6.082827553,438.2666667,6.082827553,2,0,0,14,100,0,0,0.467447521,0.532552479,0.5,0.032552479,0,0,0,0,0,0,0,0,0,0,0,0,3501,53.25524795,0.00514921,-1.207945559,1.053141597,-0.030753095,0.665693111,-0.009422974,0.903051555,0.486343562,0.275454594,4.987184286,1.260249194,14.20665775,0.016489394,-1,-1,-1,-1,-1,-1,0.021638605
wind_correlations.arff,45,3.80666249,47,3.850147602,1.044444444,0.043485112,0.957446809,-0.043485112,2,0,0,46,100,0,0,0.488888889,0.511111111,0.5,0.011111111,0,0,0,0,0,0,0,0,0,0,0,0,23,51.11111111,0.001400598,-0.797789184,11.46408012,0.885662239,1.999721161,-1.131388426,2.52891469,0.168282368,0.5626771,0.203091415,0.067265402,2.992231606,0.037656265,-1,-1,-1,-1,-1,-1,0.039056862
wisconsin.arff,194,5.267858159,33,3.496507561,0.170103093,-1.771350598,5.878787879,1.771350598,2,0,0,32,100,0,0,0.463917526,0.536082474,0.5,0.036082474,0,0,0,0,0,0,0,0,0,0,0,0,104,53.60824742,0.001553764,-0.281127003,25.59521134,2.730182107,4.488001604,-0.129099369,3.871343136,1.130561231,0.75881954,33.27379757,116.6177688,87.54843707,0.026254893,-1,-1,-1,-1,-1,-1,0.027808657
witmer_census_1980.arff,50,3.912023005,6,1.791759469,0.12,-2.120263536,8.333333333,2.120263536,2,1,20,4,80,4,0.25,0.48,0.52,0.5,0.02,0,50,50,50,0,50,0,0,0,0,0,0,26,52,0.001626004,-0.391205378,3.198538499,1.248753234,1.434470743,-0.642034352,0.425195605,-0.033102879,0.401070812,320.8385521,551.7759807,2299.297518,0.003487678,-1,-1,-1,-1,-1,-1,0.005113682
yeast_ml8.arff,2417,7.790282381,117,4.762173935,0.048407116,-3.028108446,20.65811966,3.028108446,2,13,11.20689655,103,88.79310345,7.923076923,0.126213592,0.014067025,0.985932975,0.5,0.485932975,13,2,2,2,0,26,0,0,0,0,0,0,2383,98.59329748,0.013408316,-1.174902293,6.671649854,1.394419843,1.545566218,-0.867007136,1.852742076,0.345778262,0.679508148,0.098484556,0.002809434,6.18E-05,0.097701962,0.106684866,6.44759,0.003386971,31.49860976,1902.645624,0.014742595,0.125852872
zoo.arff,101,4.615120517,18,2.890371758,0.178217822,-1.724748759,5.611111111,1.724748759,2,16,94.11764706,1,5.882352941,0.0625,16,0.405940594,0.594059406,0.5,0.094059406,15,2,100,8.125,23.722023,130,0,0,0,0,0,0,60,59.40594059,0.00364716,-0.628225252,-0.628225252,-0.628225252,0,0.137347758,0.137347758,0.137347758,0,2.023293495,0,2.841584206,0.001162954,0.974319721,3.64015,0.210152024,4.63626142,16.32149375,0.013121723,0.017931837
