dataset,#Instances,Log#Instances,#Features,Log#Features,Dimensionality,LogDimensionality,InverseDimensionality,LogInverseDimensionality,#Classes,#CategoricalFeatures,%CategoricalFeatures,#NumericFeatures,%NumericFeatures,RatioNumericalToNominal,RatioNominalToNumerical,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,#BinaryFeatures,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,#MissingValues,%MissingValues,#InstancesWithMissingValues,%InstancesWithMissingValues,#FeaturesWithMissingValues,%FeaturesWithMissingValues,MajorityClassSize,MajorityClassPercentage,SimpleFeatureTime,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,MeanSTDOfNumerical,STDSTDOfNumerical,MeanMeansOfNumerical,StatisticalFeatureTime,ClassEntropy,MeanFeatureEntropy,MeanMutualInformation,EquivalentNumberOfAttributes,NoiseToSignalRatio,ITFeatureTime,TotalFeatureTime,DecisionTreeGiniDepth1Accuracy,DecisionTreeGiniDepth1TimeSum,DecisionTreeGiniDepth1TimeMean,DecisionTreeEntropyDepth1Accuracy,DecisionTreeEntropyDepth1TimeSum,DecisionTreeEntropyDepth1TimeMean,DecisionTreeGiniDepth2Accuracy,DecisionTreeGiniDepth2TimeSum,DecisionTreeGiniDepth2TimeMean,DecisionTreeEntropyDepth2Accuracy,DecisionTreeEntropyDepth2TimeSum,DecisionTreeEntropyDepth2TimeMean,DecisionTreeGiniDepth4Accuracy,DecisionTreeGiniDepth4TimeSum,DecisionTreeGiniDepth4TimeMean,DecisionTreeEntropyDepth4Accuracy,DecisionTreeEntropyDepth4TimeSum,DecisionTreeEntropyDepth4TimeMean,DecisionTreeGiniAccuracy,DecisionTreeGiniTimeSum,DecisionTreeGiniTimeMean,GaussianNBAccuracy,GaussianNBTimeSum,GaussianNBTimeMean,1NNAccuracy,1NNTimeSum,1NNTimeMean
hayes-roth.arff,132,4.882801923,5,1.609437912,0.037878788,-3.27336401,26.4,3.27336401,2,0,0,4,100,0,0,0.386363636,0.613636364,0.5,0.113636364,0,0,0,0,0,0,0,0,0,0,0,0,81,61.36363636,0.001348884,-1.500000045,-0.376506919,-0.657380201,0.486486794,0,0.738133788,0.553600237,0.319621246,0.91241692,0.055379616,1.965909123,0.003561495,-1,-1,-1,-1,-1,-1,0.004910378,0.581481481,0.003764005,0.0003764,0.588888889,0.003704397,0.00037044,0.637037037,0.003791243,0.000379124,0.614814815,0.003859536,0.000385954,0.803703704,0.00399178,0.000399178,0.740740741,0.004083758,0.000408376,0.762962963,0.004195474,0.000419547,0.6,0.006514275,0.000651427,0.785185185,0.013867408,0.001386741
heart-c.arff,303,5.713732806,14,2.63905733,0.04620462,-3.074675476,21.64285714,3.074675476,2,7,53.84615385,6,46.15384615,0.857142857,1.166666667,0.455445545,0.544554455,0.5,0.044554455,3,2,5,3,1.069044968,21,7,0.165016502,7,2.310231023,2,0.660066007,165,54.45544554,0.003339642,-1,-1,-1,-1,-1,-1,-1,-1,17.21409346,17.38549044,97.26918167,0.006087148,0.994264609,5.24093,0.075272923,13.20879506,68.62574,0.00677363,0.01620042,0.71147541,0.005712129,0.000571213,0.708196721,0.005214341,0.000521434,0.739344262,0.006130571,0.000613057,0.729508197,0.006544276,0.000654428,0.780327869,0.00772223,0.000772223,0.773770492,0.00965338,0.000965338,0.740983607,0.00950732,0.000950732,0.82295082,0.00725997,0.000725997,0.563934426,0.015869613,0.001586961
heart-statlog.arff,270,5.598421959,14,2.63905733,0.051851852,-2.959364629,19.28571429,2.959364629,2,0,0,13,100,0,0,0.444444444,0.555555556,0.5,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,150,55.55555556,0.001466126,-1.990553487,4.783268646,0.090883701,1.813608331,-0.873878002,1.980887175,0.424587303,0.834465125,8.42357483,14.36636844,46.03604046,0.010760672,-1,-1,-1,-1,-1,-1,0.012226799,0.711111111,0.004793925,0.000479393,0.711111111,0.004992488,0.000499249,0.727777778,0.005616598,0.00056166,0.731481481,0.006294395,0.00062944,0.785185185,0.007274971,0.000727497,0.792592593,0.009010716,0.000901072,0.775925926,0.008838207,0.000883821,0.825925926,0.007122595,0.000712259,0.590740741,0.015155499,0.00151555
hepatitis.arff,155,5.043425117,20,2.995732274,0.129032258,-2.047692843,7.75,2.047692843,2,13,68.42105263,6,31.57894737,0.461538462,2.166666667,0.206451613,0.793548387,0.5,0.293548387,3,2,13,5.461538462,3.608012123,71,167,5.387096774,75,48.38709677,15,9.677419355,123,79.35483871,0.003224373,-1,-1,-1,-1,-1,-1,-1,-1,29.63071152,31.68675794,49.91941512,0.005134205,0.734645153,3.92311,0.035860595,20.48613925,108.3990083,0.011611768,0.019970346,0.780645161,0.00454286,0.000454286,0.796774194,0.004552334,0.000455233,0.796774194,0.004898141,0.000489814,0.790322581,0.007223258,0.000722326,0.774193548,0.007231153,0.000723115,0.751612903,0.0069039,0.00069039,0.748387097,0.006590068,0.000659007,0.770967742,0.006834817,0.000683482,0.674193548,0.014607576,0.001460758
houses.arff,20640,9.93498622,9,2.197224577,0.000436047,-7.737761642,2293.333333,7.737761642,2,0,0,8,100,0,0,0.431879845,0.568120155,0.5,0.068120155,0,0,0,0,0,0,0,0,0,0,0,0,11726,56.8120155,0.007704861,-1.117780515,73.535007,19.18600184,23.76980623,0.060326271,4.935499668,2.387003391,1.710770907,14940.8203,37973.58634,26502.72314,0.010866862,-1,-1,-1,-1,-1,-1,0.018571723,0.96436531,0.124328223,0.012432822,0.964486434,0.144687009,0.014468701,0.96436531,0.217887136,0.021788714,0.964486434,0.27619783,0.027619783,0.975096899,0.349121627,0.034912163,0.974006783,0.420589166,0.042058917,0.975847868,0.493141497,0.04931415,0.85004845,0.063735835,0.006373584,0.567587209,0.481076154,0.048107615
house_16H.arff,22784,10.03381381,17,2.833213344,0.000746138,-7.20060047,1340.235294,7.20060047,2,0,0,16,100,0,0,0.295997191,0.704002809,0.5,0.204002809,0,0,0,0,0,0,0,0,0,0,0,0,16040,70.4002809,0.015012202,-1.095923569,7199.975215,468.7176722,1738.108896,-5.872639656,72.74510956,6.137250617,17.44710508,4117.028069,15944.79892,488.3223359,0.032529135,-1,-1,-1,-1,-1,-1,0.047541337,0.731073074,0.442978976,0.044297898,0.704103577,0.593784714,0.059378471,0.805310511,0.839742603,0.08397426,0.796423085,1.197946792,0.119794679,0.834671933,1.243274333,0.124327433,0.83120474,2.057281169,0.205728117,0.832762783,4.373924979,0.437392498,0.708821593,0.092960462,0.009296046,0.702545534,0.701552104,0.07015521
house_8L.arff,22784,10.03381381,9,2.197224577,0.000395014,-7.836589237,2531.555556,7.836589237,2,0,0,8,100,0,0,0.295997191,0.704002809,0.5,0.204002809,0,0,0,0,0,0,0,0,0,0,0,0,16040,70.4002809,0.008668067,-1.095923569,7544.511528,973.5265393,2484.556068,-0.270890415,74.16197968,11.48774219,24.07359358,3118.860862,8251.141058,367.9730367,0.011328727,-1,-1,-1,-1,-1,-1,0.019996795,0.7906298,0.157337777,0.015733778,0.785385122,0.222371967,0.022237197,0.821768707,0.272178417,0.027217842,0.822865921,0.413221428,0.041322143,0.858327847,0.516152654,0.051615265,0.857318411,0.840995561,0.084099556,0.841255212,1.590455731,0.159045573,0.712903226,0.058782034,0.005878203,0.728066711,0.486685647,0.048668565
housing.arff,506,6.226536669,14,2.63905733,0.027667984,-3.58747934,36.14285714,3.58747934,2,1,7.692307692,12,92.30769231,12,0.083333333,0.413043478,0.586956522,0.5,0.086956522,1,2,2,2,0,2,0,0,0,0,0,0,297,58.69565217,0.002574603,-1.233218869,36.75277282,3.841553519,10.20245167,-2.881798744,5.207651615,0.679486915,1.822686685,28.94657596,48.47912217,75.90775148,0.014244005,0.978070971,3.55535,0.00377329,259.2090728,941.2408649,0.001442441,0.018261049,0.834313725,0.007185361,0.000718536,0.832352941,0.009110984,0.000911098,0.851960784,0.00987168,0.000987168,0.843137255,0.014193871,0.001419387,0.864705882,0.016572675,0.001657268,0.862745098,0.02587788,0.002587788,0.838235294,0.02213006,0.002213006,0.757843137,0.008002507,0.000800251,0.778431373,0.020114432,0.002011443
humandevel.arff,130,4.86753445,4,1.386294361,0.030769231,-3.481240089,32.5,3.481240089,2,1,33.33333333,2,66.66666667,2,0.5,0.5,0.5,0.5,0,0,130,130,130,0,130,0,0,0,0,0,0,65,50,0.001638635,-1.256897173,-1.200142077,-1.228519625,0.028377548,-0.346332848,0,-0.173166424,0.173166424,18.89862025,18.62803686,33.07146925,0.001957204,1,4.67046,0.693147181,1.442695041,5.73805462,0.001021236,0.004617074,0.873076923,0.004009149,0.000400915,0.873076923,0.004110207,0.000411021,0.873076923,0.004183631,0.000418363,0.869230769,0.004618258,0.000461826,0.865384615,0.004285084,0.000428508,0.865384615,0.004951038,0.000495104,0.861538462,0.004457987,0.000445799,0.838461538,0.006418349,0.000641835,0.869230769,0.013026971,0.001302697
hungarian.arff,294,5.683579767,14,2.63905733,0.047619048,-3.044522438,21,3.044522438,2,7,53.84615385,6,46.15384615,0.857142857,1.166666667,0.360544218,0.639455782,0.5,0.139455782,1,2,269,69.28571429,104.3013687,485,782,18.99902818,293,99.65986395,9,3.06122449,188,63.94557823,0.002551707,-1,-1,-1,-1,-1,-1,-1,-1,19.56404839,23.05794786,95.16243531,0.005152364,0.943134004,4.86056,0.086307369,10.92761852,55.31682596,0.006031882,0.013735954,0.783050847,0.004795504,0.00047955,0.771186441,0.004835769,0.000483577,0.777966102,0.005252238,0.000525224,0.761016949,0.006094254,0.000609425,0.757627119,0.00677363,0.000677363,0.755932203,0.008157647,0.000815765,0.706779661,0.008722544,0.000872254,0.8,0.007518536,0.000751854,0.630508475,0.015128655,0.001512866
hypothyroid.arff,3772,8.235360644,30,3.401197382,0.00795334,-4.834163262,125.7333333,4.834163262,2,22,75.86206897,7,24.13793103,0.318181818,3.142857143,0.077147402,0.922852598,0.5,0.422852598,19,1,152,8.909090909,31.23213539,196,6064,5.358784023,3772,100,8,0.212089077,3481,92.28525981,0.009296125,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.007354712,0.39204725,-1,0.001157193,338.7917102,-1,0.029140938,0.045791775,0.977615894,0.019960082,0.001996008,0.977615894,0.022928258,0.002292826,0.991788079,0.031816994,0.003181699,0.991788079,0.036067339,0.003606734,0.997086093,0.034887411,0.003488741,0.997350993,0.036678423,0.003667842,0.995364238,0.038117311,0.003811731,0.275231788,0.026138419,0.002613842,0.952980132,0.279098502,0.02790985
ionosphere.arff,351,5.860786223,35,3.555348061,0.0997151,-2.305438162,10.02857143,2.305438162,2,0,0,34,100,0,0,0.358974359,0.641025641,0.5,0.141025641,0,0,0,0,0,0,0,0,0,0,0,0,225,64.1025641,0.002736453,-3,4.358246096,0.24075357,1.188139761,-2.521556377,0.112164073,-0.564856055,0.634366116,0.509692917,0.109390941,0.247696983,0.028092465,-1,-1,-1,-1,-1,-1,0.030828918,0.816901408,0.011532817,0.001153282,0.829577465,0.018842526,0.001884253,0.901408451,0.01611081,0.001611081,0.914084507,0.026635812,0.002663581,0.881690141,0.026261583,0.002626158,0.870422535,0.047634105,0.00476341,0.878873239,0.05009107,0.005009107,0.891549296,0.008546482,0.000854648,0.891549296,0.027798766,0.002779877
iris.arff,150,5.010635294,5,1.609437912,0.033333333,-3.401197382,30,3.401197382,2,0,0,4,100,0,0,0.333333333,0.666666667,0.5,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,100,66.66666667,0.001366648,-1.395358904,0.241442688,-0.765682518,0.665601891,-0.271712482,0.330701739,0.066699699,0.261433747,0.944147311,0.493247231,3.463667005,0.003533862,-1,-1,-1,-1,-1,-1,0.004900509,1,0.003962568,0.000396257,1,0.003923881,0.000392388,1,0.003913223,0.000391322,1,0.004005991,0.000400599,1,0.003842956,0.000384296,1,0.003927039,0.000392704,1,0.003874932,0.000387493,1,0.006455061,0.000645506,1,0.01338462,0.001338462
irish.arff,500,6.214608098,6,1.791759469,0.012,-4.422848629,83.33333333,4.422848629,3,3,60,2,40,0.666666667,1.5,0.074,0.65,0.333333333,0.238620107,2,2,16,6.666666667,6.599663291,20,32,1.066666667,32,6.4,2,0.4,325,65,0.002121422,-1,-1,-1,-1,-1,-1,-1,-1,15.37920332,0.061677456,69.54330063,0.002011285,1.194539645,5.635,0.333026583,3.586919798,15.92057184,0.00277435,0.006907058,0.692,0.00478682,0.000478682,0.692,0.004882351,0.000488235,0.797,0.005333558,0.000533356,0.788,0.00584911,0.000584911,0.961,0.007016011,0.000701601,0.957,0.007443927,0.000744393,0.962,0.00694456,0.000694456,0.769,0.009294546,0.000929455,0.687,0.018322631,0.001832263
jEdit_4.0_4.2.arff,274,5.613128106,9,2.197224577,0.032846715,-3.415903529,30.44444444,3.415903529,2,0,0,8,100,0,0,0.489051095,0.510948905,0.5,0.010948905,0,0,0,0,0,0,0,0,0,0,0,0,140,51.09489051,0.00141994,-1.377104087,99.94852615,37.61563181,37.68726551,-0.259121299,9.016894341,4.405748442,3.381945717,112.3320246,178.0375807,57.84899709,0.007518536,-1,-1,-1,-1,-1,-1,0.008938476,0.725454545,0.004946696,0.00049467,0.716363636,0.00515868,0.000515868,0.725454545,0.005339874,0.000533987,0.712727273,0.006402559,0.000640256,0.716363636,0.006939428,0.000693943,0.712727273,0.008683068,0.000868307,0.685454545,0.008916369,0.000891637,0.676363636,0.007021932,0.000702193,0.705454545,0.014802981,0.001480298
jEdit_4.2_4.3.arff,369,5.910796644,9,2.197224577,0.024390244,-3.713572067,41,3.713572067,2,0,0,8,100,0,0,0.447154472,0.552845528,0.5,0.052845528,0,0,0,0,0,0,0,0,0,0,0,0,204,55.28455285,0.001608239,-1.329629635,89.71897822,38.19136539,36.55225429,-0.375310034,8.434929848,4.384561826,3.290135373,105.2090619,163.4379771,60.00237264,0.007525641,-1,-1,-1,-1,-1,-1,0.00913388,0.555405405,0.004979856,0.000497986,0.552702703,0.005424352,0.000542435,0.533783784,0.005899244,0.000589924,0.539189189,0.006929164,0.000692916,0.632432432,0.007807103,0.00078071,0.613513514,0.010416445,0.001041644,0.598648649,0.011489788,0.001148979,0.540540541,0.007540247,0.000754025,0.625675676,0.016565569,0.001656557
jm1.arff,10885,9.295140974,22,3.091042453,0.00202113,-6.20409852,494.7727273,6.20409852,2,0,0,21,100,0,0,0.193477262,0.806522738,0.5,0.306522738,0,0,0,0,0,0,25,0.010439721,5,0.045934773,5,0.045934773,8779,80.65227377,0.009349023,-1,-1,-1,-1,-1,-1,-1,-1,21962.67315,92353.66116,1902.775222,0.029367923,-1,-1,-1,-1,-1,-1,0.038716946,0.806614607,0.099289201,0.00992892,0.806614607,0.126709,0.0126709,0.80509876,0.205099388,0.020509939,0.805879651,0.249318453,0.024931845,0.804915021,0.391846143,0.039184614,0.806706477,0.507593934,0.050759393,0.750252641,1.356603056,0.135660306,0.804180064,0.092979016,0.009297902,0.742535599,0.674178886,0.067417889
kc1-binary.arff,145,4.976733742,95,4.553876892,0.655172414,-0.422856851,1.526315789,0.422856851,2,0,0,94,100,0,0,0.413793103,0.586206897,0.5,0.086206897,0,0,0,0,0,0,0,0,0,0,0,0,85,58.62068966,0.002100106,-3,67.51398602,11.3317958,14.63148471,-1.095258236,8.337504387,2.469140725,1.830645909,2988.927005,21011.24235,1290.466596,0.143702091,-1,-1,-1,-1,-1,-1,0.145802197,0.693103448,0.013827142,0.001382714,0.717241379,0.01850422,0.001850422,0.686206897,0.015812374,0.001581237,0.7,0.035340987,0.003534099,0.655172414,0.035665872,0.003566587,0.655172414,0.048512438,0.004851244,0.689655172,0.035372567,0.003537257,0.668965517,0.016261607,0.001626161,0.689655172,0.033428391,0.003342839
kc1-top5.arff,145,4.976733742,95,4.553876892,0.655172414,-0.422856851,1.526315789,0.422856851,2,0,0,94,100,0,0,0.055172414,0.944827586,0.5,0.444827586,0,0,0,0,0,0,0,0,0,0,0,0,137,94.48275862,0.002111554,-3,67.51398602,11.3317958,14.63148471,-1.095258236,8.337504387,2.469140725,1.830645909,2988.927005,21011.24235,1290.466596,0.098026769,-1,-1,-1,-1,-1,-1,0.100138323,0.924137931,0.010222224,0.001022222,0.931034483,0.022154929,0.002215493,0.927586207,0.028742629,0.002874263,0.927586207,0.023295776,0.002329578,0.917241379,0.018597382,0.001859738,0.924137931,0.0213666,0.00213666,0.9,0.01873081,0.001873081,0.882758621,0.012106003,0.0012106,0.917241379,0.022059793,0.002205979
kc1.arff,2109,7.65396918,22,3.091042453,0.010431484,-4.562926727,95.86363636,4.562926727,2,0,0,21,100,0,0,0.154575628,0.845424372,0.5,0.345424372,0,0,0,0,0,0,0,0,0,0,0,0,1783,84.54243717,0.003362932,1.235610657,102.831984,31.77507932,28.47020898,1.139954329,8.782783508,4.200188234,1.967587727,915.2382646,3702.062304,285.0962749,0.041915659,-1,-1,-1,-1,-1,-1,0.045278592,0.845971564,0.028761182,0.002876118,0.845971564,0.023626188,0.002362619,0.847393365,0.029285419,0.002928542,0.839099526,0.055749907,0.005574991,0.844075829,0.053045824,0.005304582,0.83957346,0.094737657,0.009473766,0.816587678,0.128529223,0.012852922,0.816113744,0.015263662,0.001526366,0.806161137,0.080931042,0.008093104
kc3.arff,458,6.126869184,40,3.688879454,0.087336245,-2.43798973,11.45,2.43798973,2,0,0,39,100,0,0,0.093886463,0.906113537,0.5,0.406113537,0,0,0,0,0,0,0,0,0,0,0,0,415,90.61135371,0.002200374,-1.495997146,134.1347395,18.71357405,24.80624386,-2.011446714,9.998581886,3.090972682,2.192713046,1243.632744,7004.733128,395.4946258,0.036566706,-1,-1,-1,-1,-1,-1,0.03876708,0.886956522,0.009910761,0.000991076,0.902173913,0.012389044,0.001238904,0.87826087,0.014349011,0.001434901,0.902173913,0.022805094,0.002280509,0.882608696,0.028825528,0.002882553,0.893478261,0.02993361,0.002993361,0.854347826,0.039684889,0.003968489,0.847826087,0.01486101,0.001486101,0.845652174,0.03440265,0.003440265
kdd_el_nino-small.arff,782,6.661854741,9,2.197224577,0.011508951,-4.464630163,86.88888889,4.464630163,2,2,25,6,75,3,0.333333333,0.350383632,0.649616368,0.5,0.149616368,0,14,59,36.5,22.5,73,466,6.621199204,214,27.3657289,4,0.511508951,508,64.96163683,0.003865852,-1,-1,-1,-1,-1,-1,-1,-1,24.47769924,47.47380312,6.908085366,0.011517026,0.934410204,6.44115,0.262507869,3.55955122,23.53698856,0.003514914,0.018897792,0.849044586,0.012131268,0.001213127,0.836305732,0.012369701,0.00123697,0.877070064,0.011547423,0.001154742,0.873248408,0.012329041,0.001232904,0.917197452,0.014779295,0.00147793,0.908917197,0.019242415,0.001924241,0.918471338,0.02540733,0.002540733,0.731210191,0.011727826,0.001172783,0.939490446,0.042221596,0.00422216
kdd_internet_usage.arff,10108,9.221082469,69,4.234106505,0.006826276,-4.986975964,146.4927536,4.986975964,2,68,100,0,0,0,0,0.268599129,0.731400871,0.5,0.231400871,48,2,2710,48.14705882,325.9876064,3274,2699,0.386980036,2699,26.70162248,1,0.009893154,7393,73.14008706,0.065068928,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.839447285,7.51895,0.014437952,58.14171321,519.7769209,0.227162734,0.292231662,0.8243818,0.148022308,0.014802231,0.8243818,0.1509893,0.01509893,0.875816024,0.184080568,0.018408057,0.875816024,0.191899909,0.019189991,0.885459941,0.334252327,0.033425233,0.886152324,0.274216546,0.027421655,0.85652819,0.648445882,0.064844588,0.75479723,0.155196616,0.015519662,0.739663699,3.436065997,0.3436066
kdd_ipums_la_97-small.arff,7019,8.856376037,61,4.110873864,0.008690697,-4.745502173,115.0655738,4.745502173,2,27,45,33,55,1.222222222,0.818181818,0.369568315,0.630431685,0.5,0.130431685,2,1,6374,1646.592593,1920.360966,44458,43814,10.23311433,7019,100,17,0.242199744,4425,63.04316854,0.034166191,-1.986545897,1785.649674,65.64197398,305.3519634,-0.888332546,41.54735947,3.051883779,7.286241543,75314.18473,158002.3961,48833.5848,0.038680628,0.950340056,-1,0.127227397,7.469618029,-1,0.048989304,0.121836124,0.955626781,0.082242028,0.008224203,0.955626781,0.088010213,0.008801021,0.955626781,0.13775074,0.013775074,0.955626781,0.136360012,0.013636001,0.978276353,0.168585184,0.016858518,0.978988604,0.18567657,0.018567657,0.961182336,0.316574333,0.031657433,0.645014245,0.076012768,0.007601277,0.824074074,0.977446761,0.097744676
kdd_ipums_la_98-small.arff,7485,8.920656297,56,4.025351691,0.00748163,-4.895304606,133.6607143,4.895304606,2,39,70.90909091,16,29.09090909,0.41025641,2.4375,0.105678023,0.894321977,0.5,0.394321977,3,1,5317,837.3589744,1525.273754,32657,32427,7.736186659,7369,98.4502338,12,0.160320641,6694,89.43219773,0.03024902,-1.963715904,49.8742747,2.506093471,12.23905892,-0.977119267,7.138608933,1.042613367,1.748207053,149945.8053,190777.8935,103090.0601,0.022162824,0.486740324,-1,0.013033267,37.34599381,-1,0.086192753,0.138604598,0.894455578,0.098102563,0.009810256,0.894455578,0.106643518,0.010664352,0.894455578,0.16249922,0.016249922,0.894455578,0.147623604,0.01476236,0.891315965,0.22179878,0.022179878,0.894455578,0.212714244,0.021271424,0.843086172,0.560592388,0.056059239,0.394856379,0.101058106,0.010105811,0.828724115,1.285925819,0.128592582
kdd_synthetic_control.arff,600,6.396929655,62,4.127134385,0.103333333,-2.26979527,9.677419355,2.26979527,2,1,1.639344262,60,98.36065574,60,0.016666667,0.166666667,0.833333333,0.5,0.333333333,0,600,600,600,0,600,0,0,0,0,0,0,500,83.33333333,0.005165786,-1.214767548,0.583362112,-0.562755252,0.592995692,-0.690260291,0.931436896,0.033919674,0.288004832,9.743561339,3.768441135,30.09216757,0.098815493,-1,-1,-1,-1,-1,-1,0.103981279,0.97,0.044871203,0.00448712,0.971666667,0.098824178,0.009882418,0.985,0.073769366,0.007376937,0.983333333,0.146337487,0.014633749,0.985,0.098085588,0.009808559,0.99,0.196177097,0.01961771,0.99,0.078974627,0.007897463,1,0.011522553,0.001152255,1,0.044253014,0.004425301
kin8nm.arff,8192,9.010913347,9,2.197224577,0.001098633,-6.81368877,910.2222222,6.81368877,2,0,0,8,100,0,0,0.491210938,0.508789063,0.5,0.008789063,0,0,0,0,0,0,0,0,0,0,0,0,4168,50.87890625,0.004531017,-1.200009728,-1.176488923,-1.190848371,0.007232804,-0.035992667,0.010221086,-0.002423223,0.013746261,0.905225977,0.004449619,0.002472782,0.009545217,-1,-1,-1,-1,-1,-1,0.014076234,0.696400244,0.08494848,0.008494848,0.690604027,0.145753642,0.014575364,0.707931666,0.171153866,0.017115387,0.707199512,0.270988621,0.027098862,0.724222087,0.278329121,0.027832912,0.720927395,0.500813988,0.050081399,0.758450275,0.696267102,0.06962671,0.735509457,0.027993381,0.002799338,0.809945088,0.719747624,0.071974762
kr-vs-kp.arff,3196,8.069655307,37,3.610917913,0.011576971,-4.458737394,86.37837838,4.458737394,2,36,100,0,0,0,0,0.477784731,0.522215269,0.5,0.022215269,35,2,3,2.027777778,0.16433555,73,0,0,0,0,0,0,1669,52.22152691,0.013796351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.998575539,7.73112,0.013274923,75.22269896,581.3851623,0.062772629,0.07656898,0.65859375,0.01827684,0.001827684,0.65859375,0.020260097,0.00202601,0.76828125,0.027114258,0.002711426,0.74953125,0.035128608,0.003512861,0.94015625,0.042920315,0.004292032,0.94015625,0.032359784,0.003235978,0.995625,0.05520159,0.005520159,0.62296875,0.037893089,0.003789309,0.90859375,1.323909307,0.132390931
letter.arff,20000,9.903487553,17,2.833213344,0.00085,-7.070274208,1176.470588,7.070274208,2,0,0,16,100,0,0,0.04065,0.95935,0.5,0.45935,0,0,0,0,0,0,0,0,0,0,0,0,19187,95.935,0.013977939,-0.421373845,2.074424949,0.69726343,0.670750721,-0.31005609,1.159887791,0.290275269,0.455196397,2.273707323,0.417112826,5.925465643,0.034897675,-1,-1,-1,-1,-1,-1,0.048875615,0.95925,0.090588764,0.009058876,0.95925,0.089293962,0.008929396,0.9666,0.137601916,0.013760192,0.95925,0.135347856,0.013534786,0.967175,0.238185525,0.023818552,0.959225,0.231649538,0.023164954,0.99235,0.396696123,0.039669612,0.973,0.073186705,0.00731867,0.9987,4.659429987,0.465942999
lowbwt.arff,189,5.241747015,10,2.302585093,0.052910053,-2.939161922,18.9,2.939161922,2,7,77.77777778,2,22.22222222,0.285714286,3.5,0.476190476,0.523809524,0.5,0.023809524,4,2,6,3,1.414213562,21,0,0,0,0,0,0,99,52.38095238,0.002803167,0.568443035,2.309180181,1.438811608,0.870368573,0.716439664,1.390854716,1.05364719,0.337207526,17.89150882,12.60686612,76.52645683,0.002017996,0.998363673,4.10938,0.060688308,16.45067563,66.71292902,0.008212518,0.013033681,0.813157895,0.004247977,0.000424798,0.813157895,0.004073099,0.00040731,0.818421053,0.004162709,0.000416271,0.818421053,0.004447329,0.000444733,0.794736842,0.004665234,0.000466523,0.839473684,0.004994067,0.000499407,0.773684211,0.005572385,0.000557239,0.786842105,0.006701784,0.000670178,0.589473684,0.014283086,0.001428309
lymph.arff,148,4.997212274,19,2.944438979,0.128378378,-2.052773295,7.789473684,2.052773295,2,15,83.33333333,3,16.66666667,0.2,5,0.452702703,0.547297297,0.5,0.047297297,9,2,8,2.933333333,1.569146973,44,0,0,0,0,0,0,81,54.72972973,0.012127715,-0.527494012,28.71361787,9.51244074,13.58202065,0.330402911,5.387047291,2.302843908,2.208985408,1.014956186,0.660064873,2.045044978,0.009073877,0.993535622,4.19724,0.046298846,21.45918752,89.65547063,0.015956065,0.037157657,0.67,0.004715763,0.000471576,0.67,0.004041519,0.000404152,0.75,0.004358114,0.000435811,0.74,0.004534965,0.000453496,0.78,0.005227368,0.000522737,0.81,0.005421588,0.000542159,0.786666667,0.005618177,0.000561818,0.68,0.006884162,0.000688416,0.793333333,0.014140974,0.001414097
machine_cpu.arff,209,5.342334252,7,1.945910149,0.033492823,-3.396424103,29.85714286,3.396424103,2,0,0,6,100,0,0,0.267942584,0.732057416,0.5,0.232057416,0,0,0,0,0,0,0,0,0,0,0,0,153,73.20574163,0.001386385,5.733633105,21.90637889,12.86000379,5.803894104,2.125268221,3.998370171,3.085775654,0.651471241,2650.138995,4277.019257,2486.021582,0.005282239,-1,-1,-1,-1,-1,-1,0.006668625,0.878571429,0.004123628,0.000412363,0.89047619,0.00427482,0.000427482,0.928571429,0.0044043,0.00044043,0.914285714,0.004851954,0.000485195,0.938095238,0.00501341,0.000501341,0.928571429,0.005372638,0.000537264,0.926190476,0.005177234,0.000517723,0.928571429,0.006884162,0.000688416,0.878571429,0.014449279,0.001444928
MagicTelescope.arff,19020,9.853246336,12,2.48490665,0.000630915,-7.368339686,1585,7.368339686,2,0,0,11,100,0,0,0.351629863,0.648370137,0.5,0.148370137,0,0,0,0,0,0,0,0,0,0,0,0,12332,64.83701367,0.008707148,-1.200000121,16.76068402,3.774291674,5.336849455,-1.122989416,3.371362209,0.587540117,1.215152442,525.8121103,1570.185597,892.4482173,0.01540459,-1,-1,-1,-1,-1,-1,0.024111738,0.999973712,0.235890014,0.023589001,0.999973712,0.53359182,0.053359182,0.999973712,0.344834569,0.034483457,0.999973712,0.56218602,0.056218602,0.999973712,0.305316267,0.030531627,0.999973712,0.411082241,0.041108224,0.999973712,0.273622043,0.027362204,0.893953733,0.0991538,0.00991538,0.999631966,0.724387199,0.07243872
